Year,Month,Account_Code,Account_Name,Account_Class,Total_Amount
2020,11,ACC102772,Account_2772,Liability,36020.38
2023,1,ACC101047,Account_1047,Expense,64354.78
2020,3,ACC101361,Account_1361,Revenue,245951.62
2022,2,ACC100328,Account_328,Asset,322546.68
2020,5,ACC100713,Account_713,Expense,105220.92
2022,10,ACC102967,Account_2967,Asset,259709.4
2022,12,ACC100766,Account_766,Expense,40256.69
2021,2,ACC101733,Account_1733,Liability,107533.66
2021,12,ACC101332,Account_1332,Asset,71102.11
2020,8,ACC101319,Account_1319,Asset,292557.08
2022,6,ACC101163,Account_1163,Asset,384816.14
2022,6,ACC101777,Account_1777,Equity,199883.93
2022,11,ACC102050,Account_2050,Revenue,153313.64
2023,7,ACC100269,Account_269,Expense,196502.6
2022,3,ACC102111,Account_2111,Revenue,436035.89
2022,3,ACC100899,Account_899,Revenue,95006.26
2020,10,ACC102310,Account_2310,Asset,439126.61
2023,8,ACC100497,Account_497,Revenue,385961.75
2023,9,ACC102110,Account_2110,Asset,485767.16
2022,7,ACC101456,Account_1456,Revenue,292400.8
2022,10,ACC101139,Account_1139,Revenue,51387.09
2023,6,ACC102019,Account_2019,Expense,268121.92
2024,1,ACC102807,Account_2807,Liability,282829.06
2022,7,ACC100469,Account_469,Equity,255430.25
2020,2,ACC101219,Account_1219,Liability,381135.01
2020,6,ACC102386,Account_2386,Asset,88760.02
2021,6,ACC101512,Account_1512,Expense,394664.19
2023,6,ACC100493,Account_493,Revenue,44459.67
2023,7,ACC100068,Account_68,Revenue,332685.78
2023,1,ACC102785,Account_2785,Asset,233545.96
2022,5,ACC101773,Account_1773,Revenue,441593.9
2022,9,ACC102441,Account_2441,Expense,480191.57
2020,8,ACC100830,Account_830,Revenue,474949.36
2020,4,ACC101915,Account_1915,Liability,214782.13
2023,7,ACC100505,Account_505,Expense,79897.15
2024,1,ACC101983,Account_1983,Asset,342515.26
2023,4,ACC100613,Account_613,Equity,234268.31
2023,3,ACC100733,Account_733,Expense,111536.34
2021,2,ACC100635,Account_635,Equity,321793.9
2021,3,ACC100931,Account_931,Equity,43864.55
2023,5,ACC102657,Account_2657,Equity,449494.43
2022,10,ACC102133,Account_2133,Liability,489121.07
2020,4,ACC101050,Account_1050,Liability,73155.64
2021,12,ACC102227,Account_2227,Revenue,195779.07
2021,8,ACC102669,Account_2669,Liability,282665.18
2023,1,ACC102934,Account_2934,Asset,298105.49
2024,1,ACC100283,Account_283,Asset,445069.69
2020,7,ACC100110,Account_110,Expense,233447.86
2021,10,ACC100870,Account_870,Revenue,5101.58
2020,7,ACC101942,Account_1942,Expense,98456.21
2020,4,ACC101512,Account_1512,Expense,408911.08
2020,3,ACC101240,Account_1240,Asset,386548.59
2021,6,ACC101367,Account_1367,Revenue,445402.87
2023,5,ACC101196,Account_1196,Asset,85335.18
2022,1,ACC101342,Account_1342,Expense,385602.43
2020,6,ACC101372,Account_1372,Equity,387938.79
2021,4,ACC100077,Account_77,Liability,433715.53
2023,9,ACC102503,Account_2503,Asset,394438.69
2023,8,ACC101389,Account_1389,Expense,429562.36
2023,8,ACC102683,Account_2683,Liability,53021.91
2021,10,ACC102165,Account_2165,Asset,407603.02
2022,6,ACC101765,Account_1765,Asset,18983.75
2020,6,ACC102806,Account_2806,Asset,55713.76
2022,5,ACC101552,Account_1552,Equity,79119.37
2023,11,ACC100914,Account_914,Liability,273047.24
2022,3,ACC102862,Account_2862,Revenue,180917.1
2023,10,ACC100673,Account_673,Liability,259289.78
2020,7,ACC100739,Account_739,Expense,449780.84
2021,5,ACC101972,Account_1972,Revenue,491288.94
2020,11,ACC100499,Account_499,Revenue,97716.85
2020,2,ACC100313,Account_313,Expense,66288.7
2022,5,ACC101058,Account_1058,Liability,175645.15
2020,1,ACC101523,Account_1523,Equity,113274.34
2023,5,ACC101080,Account_1080,Asset,485664.99
2024,1,ACC101244,Account_1244,Equity,272128.91
2023,5,ACC102389,Account_2389,Liability,204685.32
2020,5,ACC102575,Account_2575,Revenue,134253.41
2023,11,ACC102345,Account_2345,Asset,182704.49
2022,12,ACC101409,Account_1409,Expense,341443.56
2021,12,ACC102427,Account_2427,Equity,306505.91
2021,6,ACC101696,Account_1696,Expense,40290.45
2022,3,ACC100025,Account_25,Equity,20422.05
2020,7,ACC102218,Account_2218,Expense,52927.25
2022,6,ACC102108,Account_2108,Revenue,220140.92
2021,11,ACC101640,Account_1640,Liability,326219.34
2023,7,ACC102270,Account_2270,Revenue,298296.09
2022,2,ACC101239,Account_1239,Asset,328956.93
2020,3,ACC102005,Account_2005,Liability,126836.0
2020,11,ACC101927,Account_1927,Equity,144961.6
2022,6,ACC100318,Account_318,Expense,350581.12
2023,6,ACC101249,Account_1249,Expense,256664.17
2023,1,ACC100752,Account_752,Asset,18795.65
2023,2,ACC100989,Account_989,Asset,398919.85
2023,11,ACC101277,Account_1277,Revenue,206270.88
2020,5,ACC100718,Account_718,Expense,219095.59
2023,5,ACC101223,Account_1223,Revenue,84967.51
2022,11,ACC101380,Account_1380,Liability,423934.2
2020,2,ACC100237,Account_237,Liability,436743.47
2020,3,ACC100955,Account_955,Expense,457977.94
2023,2,ACC101513,Account_1513,Expense,167275.51
2020,1,ACC100734,Account_734,Asset,418308.4
2020,9,ACC100075,Account_75,Revenue,325609.04
2021,3,ACC102428,Account_2428,Asset,114682.31
2023,10,ACC100754,Account_754,Equity,452958.32
2021,12,ACC102151,Account_2151,Equity,16166.71
2021,7,ACC102628,Account_2628,Liability,300397.47
2024,1,ACC101002,Account_1002,Asset,61064.21
2022,9,ACC100679,Account_679,Liability,467158.58
2020,10,ACC102770,Account_2770,Asset,113163.92
2023,12,ACC102713,Account_2713,Equity,98498.35
2021,5,ACC102200,Account_2200,Expense,338480.04
2022,12,ACC102278,Account_2278,Liability,408366.63
2022,10,ACC101203,Account_1203,Revenue,16005.55
2021,5,ACC101981,Account_1981,Expense,280655.84
2022,8,ACC101047,Account_1047,Expense,386482.87
2022,1,ACC100762,Account_762,Liability,85880.11
2021,10,ACC100504,Account_504,Liability,378400.78
2020,6,ACC102691,Account_2691,Equity,280519.1
2021,11,ACC102208,Account_2208,Equity,187717.81
2020,11,ACC100213,Account_213,Liability,309130.53
2021,10,ACC102384,Account_2384,Revenue,733246.43
2023,7,ACC101149,Account_1149,Equity,235257.43
2021,9,ACC101214,Account_1214,Asset,58798.45
2022,1,ACC101353,Account_1353,Equity,206934.06
2022,3,ACC100652,Account_652,Asset,31358.91
2021,1,ACC102686,Account_2686,Liability,387351.31
2020,5,ACC100411,Account_411,Equity,164692.48
2022,10,ACC101127,Account_1127,Expense,369188.62
2022,7,ACC100868,Account_868,Equity,358229.62
2022,9,ACC101183,Account_1183,Revenue,353466.14
2020,4,ACC102693,Account_2693,Revenue,90630.97
2022,11,ACC100089,Account_89,Liability,497489.88
2020,3,ACC102209,Account_2209,Equity,401239.87
2020,12,ACC100433,Account_433,Expense,695911.62
2021,1,ACC101950,Account_1950,Revenue,125842.21
2023,10,ACC101588,Account_1588,Revenue,210984.78
2021,10,ACC102648,Account_2648,Expense,463566.23
2021,7,ACC100308,Account_308,Expense,37779.83
2023,12,ACC102278,Account_2278,Liability,178992.44
2021,3,ACC102246,Account_2246,Liability,172736.55
2020,5,ACC101584,Account_1584,Revenue,225086.18
2023,5,ACC102706,Account_2706,Asset,254402.97
2024,1,ACC102916,Account_2916,Liability,147146.38
2020,8,ACC100419,Account_419,Asset,476396.77
2022,3,ACC102070,Account_2070,Liability,333380.63
2022,9,ACC100712,Account_712,Liability,464767.56
2022,9,ACC100145,Account_145,Revenue,212974.72
2020,6,ACC101693,Account_1693,Asset,274327.85
2023,11,ACC101719,Account_1719,Expense,195318.15
2023,2,ACC101430,Account_1430,Expense,382306.9
2023,5,ACC102092,Account_2092,Equity,138136.51
2020,11,ACC101443,Account_1443,Liability,384852.06
2021,3,ACC101920,Account_1920,Liability,304130.27
2022,1,ACC100195,Account_195,Expense,232617.37
2022,7,ACC100156,Account_156,Asset,255422.96
2021,1,ACC100598,Account_598,Expense,386128.53
2020,7,ACC101416,Account_1416,Asset,176382.33
2021,5,ACC101161,Account_1161,Expense,497107.45
2023,2,ACC102089,Account_2089,Liability,241653.31
2021,10,ACC101912,Account_1912,Liability,453194.38
2022,11,ACC101164,Account_1164,Equity,244652.08
2020,11,ACC100930,Account_930,Expense,151904.46
2022,9,ACC100380,Account_380,Expense,414106.62
2023,1,ACC102323,Account_2323,Asset,14517.5
2023,3,ACC100078,Account_78,Revenue,22058.1
2023,11,ACC100735,Account_735,Equity,198104.48
2022,11,ACC102851,Account_2851,Expense,413881.07
2022,2,ACC101718,Account_1718,Liability,89258.65
2022,8,ACC101582,Account_1582,Revenue,25069.17
2020,7,ACC100650,Account_650,Expense,182126.21
2022,3,ACC102894,Account_2894,Equity,73771.8
2023,7,ACC100371,Account_371,Revenue,307472.01
2021,4,ACC100199,Account_199,Revenue,385140.09
2021,9,ACC102809,Account_2809,Revenue,404277.83
2023,1,ACC100696,Account_696,Revenue,302768.34
2020,6,ACC101810,Account_1810,Revenue,57885.05
2021,3,ACC102335,Account_2335,Liability,200879.01
2023,4,ACC102630,Account_2630,Asset,463321.85
2023,2,ACC100314,Account_314,Asset,203852.11
2021,10,ACC100823,Account_823,Expense,329320.15
2021,7,ACC100954,Account_954,Liability,371798.59
2022,6,ACC102158,Account_2158,Equity,184693.96
2023,10,ACC101379,Account_1379,Asset,319274.65
2021,4,ACC100355,Account_355,Equity,214787.88
2022,9,ACC101820,Account_1820,Asset,556431.28
2021,11,ACC100060,Account_60,Revenue,23707.98
2022,8,ACC101130,Account_1130,Revenue,452679.16
2020,2,ACC102187,Account_2187,Liability,275621.21
2020,6,ACC100250,Account_250,Revenue,308487.48
2021,11,ACC102218,Account_2218,Expense,115217.4
2024,1,ACC102830,Account_2830,Expense,434269.37
2023,3,ACC101601,Account_1601,Equity,483109.53
2023,8,ACC100088,Account_88,Asset,382488.17
2022,7,ACC101049,Account_1049,Liability,53665.13
2022,2,ACC100126,Account_126,Asset,385996.15
2023,8,ACC101706,Account_1706,Equity,50835.86
2020,5,ACC102703,Account_2703,Liability,378956.1
2020,5,ACC101639,Account_1639,Equity,337874.81
2020,5,ACC102239,Account_2239,Expense,189474.82
2022,7,ACC100389,Account_389,Asset,364800.61
2020,4,ACC102934,Account_2934,Asset,291332.81
2021,12,ACC100533,Account_533,Liability,145555.78
2021,11,ACC101722,Account_1722,Asset,24003.1
2023,9,ACC102277,Account_2277,Expense,299971.38
2023,2,ACC100118,Account_118,Liability,428028.72
2020,9,ACC102724,Account_2724,Revenue,23210.97
2022,4,ACC102129,Account_2129,Revenue,487391.76
2020,4,ACC100032,Account_32,Revenue,338670.24
2021,10,ACC100078,Account_78,Revenue,354632.79
2021,4,ACC101171,Account_1171,Liability,334119.01
2022,3,ACC100491,Account_491,Equity,347412.37
2023,5,ACC102668,Account_2668,Expense,465791.73
2020,11,ACC102606,Account_2606,Equity,214227.26
2020,10,ACC100031,Account_31,Liability,4498.95
2023,3,ACC100835,Account_835,Liability,113892.48
2024,1,ACC101390,Account_1390,Asset,81349.62
2020,3,ACC100100,Account_100,Expense,359586.2
2023,3,ACC102337,Account_2337,Revenue,403395.85
2022,1,ACC101382,Account_1382,Asset,223089.98
2023,2,ACC101571,Account_1571,Asset,179525.7
2021,5,ACC100554,Account_554,Revenue,143062.46
2020,5,ACC102232,Account_2232,Expense,401184.35
2020,2,ACC100527,Account_527,Equity,384674.68
2021,5,ACC101438,Account_1438,Expense,88309.08
2021,9,ACC101479,Account_1479,Expense,433429.92
2022,8,ACC100125,Account_125,Expense,402762.55
2020,1,ACC101270,Account_1270,Liability,47151.94
2024,1,ACC102564,Account_2564,Expense,155686.4
2023,5,ACC102615,Account_2615,Asset,204789.77
2020,7,ACC100850,Account_850,Revenue,201009.64
2020,12,ACC102457,Account_2457,Equity,128898.12
2022,7,ACC101106,Account_1106,Liability,480810.61
2021,10,ACC101199,Account_1199,Liability,92855.03
2022,7,ACC101961,Account_1961,Revenue,23745.46
2020,3,ACC102464,Account_2464,Equity,154957.43
2023,7,ACC102682,Account_2682,Expense,339465.0
2021,9,ACC101097,Account_1097,Liability,433958.98
2021,4,ACC100309,Account_309,Liability,39648.77
2021,8,ACC101919,Account_1919,Liability,414359.88
2021,4,ACC101249,Account_1249,Expense,21682.8
2022,3,ACC101250,Account_1250,Liability,259252.72
2021,6,ACC100439,Account_439,Liability,322343.93
2023,6,ACC101115,Account_1115,Liability,274281.55
2023,9,ACC100794,Account_794,Expense,443456.2
2021,6,ACC101734,Account_1734,Liability,184617.32
2021,10,ACC100945,Account_945,Liability,375381.5
2022,6,ACC100411,Account_411,Equity,147970.44
2022,5,ACC101514,Account_1514,Expense,191729.02
2021,9,ACC100916,Account_916,Liability,64982.5
2023,3,ACC101191,Account_1191,Revenue,176255.72
2023,8,ACC100037,Account_37,Asset,263912.02
2022,10,ACC100869,Account_869,Liability,264514.29
2021,9,ACC100852,Account_852,Expense,375379.0
2021,11,ACC102600,Account_2600,Liability,454208.45
2021,6,ACC100569,Account_569,Asset,26368.76
2022,7,ACC102810,Account_2810,Revenue,260082.95
2023,8,ACC100540,Account_540,Revenue,497945.92
2023,7,ACC101731,Account_1731,Expense,199640.93
2020,1,ACC101046,Account_1046,Expense,463806.16
2021,5,ACC101129,Account_1129,Liability,239903.97
2020,10,ACC101371,Account_1371,Revenue,10264.37
2023,2,ACC102251,Account_2251,Revenue,90703.32
2020,12,ACC102588,Account_2588,Asset,363610.98
2021,6,ACC101320,Account_1320,Expense,37979.44
2021,2,ACC100766,Account_766,Expense,89701.05
2022,1,ACC100899,Account_899,Revenue,71937.03
2021,3,ACC101027,Account_1027,Equity,61469.72
2023,12,ACC101856,Account_1856,Asset,130710.16
2022,9,ACC101308,Account_1308,Revenue,38630.63
2021,10,ACC100896,Account_896,Asset,345855.19
2022,4,ACC102126,Account_2126,Asset,374180.86
2020,1,ACC100600,Account_600,Equity,436456.25
2021,7,ACC101312,Account_1312,Revenue,277053.21
2021,12,ACC101445,Account_1445,Asset,114630.86
2022,6,ACC102015,Account_2015,Liability,156021.17
2023,2,ACC101156,Account_1156,Liability,493433.58
2023,1,ACC102122,Account_2122,Revenue,68065.9
2021,5,ACC100283,Account_283,Asset,391428.81
2022,8,ACC102224,Account_2224,Asset,419594.29
2021,9,ACC100389,Account_389,Asset,104938.13
2021,11,ACC100775,Account_775,Expense,327578.93
2021,12,ACC100684,Account_684,Asset,98564.22
2021,6,ACC100896,Account_896,Asset,112516.31
2022,8,ACC101213,Account_1213,Liability,285994.19
2021,4,ACC100788,Account_788,Revenue,40292.29
2020,9,ACC102208,Account_2208,Equity,8084.02
2021,9,ACC101643,Account_1643,Liability,367041.33
2023,1,ACC101210,Account_1210,Expense,218333.37
2022,1,ACC100761,Account_761,Equity,163333.14
2022,4,ACC101217,Account_1217,Expense,329885.49
2022,6,ACC100882,Account_882,Expense,467162.89
2023,7,ACC102757,Account_2757,Liability,40372.82
2022,4,ACC100801,Account_801,Expense,323731.74
2021,3,ACC100457,Account_457,Revenue,422132.83
2020,4,ACC101620,Account_1620,Equity,434608.59
2023,8,ACC100278,Account_278,Liability,230784.54
2023,7,ACC100296,Account_296,Liability,492501.7
2020,4,ACC100728,Account_728,Asset,223537.79
2023,11,ACC101443,Account_1443,Liability,377593.35
2022,10,ACC101406,Account_1406,Liability,61104.49
2023,3,ACC100505,Account_505,Expense,98807.08
2020,12,ACC100531,Account_531,Equity,114069.64
2020,2,ACC100300,Account_300,Asset,445308.36
2023,6,ACC101446,Account_1446,Liability,339857.58
2023,10,ACC102354,Account_2354,Liability,191753.32
2021,8,ACC101177,Account_1177,Equity,366491.08
2023,8,ACC101526,Account_1526,Equity,58822.55
2020,10,ACC102479,Account_2479,Expense,366479.82
2020,1,ACC101104,Account_1104,Liability,317518.71
2023,6,ACC100109,Account_109,Revenue,44221.81
2021,2,ACC102154,Account_2154,Expense,127816.08
2022,2,ACC100763,Account_763,Expense,93626.47
2020,5,ACC100958,Account_958,Revenue,260234.35
2021,3,ACC101371,Account_1371,Revenue,385340.67
2023,2,ACC102837,Account_2837,Expense,6137.61
2022,4,ACC102055,Account_2055,Expense,367828.69
2022,3,ACC101144,Account_1144,Liability,217189.32
2023,10,ACC102853,Account_2853,Asset,483058.59
2021,11,ACC100670,Account_670,Revenue,171287.36
2022,10,ACC102282,Account_2282,Asset,443830.18
2020,10,ACC102125,Account_2125,Equity,116513.44
2022,4,ACC101767,Account_1767,Asset,228982.39
2021,5,ACC101126,Account_1126,Expense,94704.53
2022,10,ACC102151,Account_2151,Equity,262764.33
2023,3,ACC101063,Account_1063,Expense,413806.45
2020,8,ACC101713,Account_1713,Equity,381299.64
2022,8,ACC101482,Account_1482,Equity,482119.72
2022,12,ACC102105,Account_2105,Liability,168399.94
2022,7,ACC102931,Account_2931,Equity,54053.72
2021,5,ACC102902,Account_2902,Expense,298596.86
2021,12,ACC100806,Account_806,Liability,147749.66
2023,5,ACC101858,Account_1858,Revenue,127540.13
2022,5,ACC101640,Account_1640,Liability,159839.73
2020,5,ACC100777,Account_777,Liability,347679.6
2020,2,ACC100186,Account_186,Equity,239382.79
2023,6,ACC101889,Account_1889,Equity,340888.56
2022,9,ACC100652,Account_652,Asset,228455.81
2021,5,ACC100467,Account_467,Equity,37565.39
2021,10,ACC101405,Account_1405,Expense,40039.82
2021,1,ACC101475,Account_1475,Equity,399339.35
2021,11,ACC102301,Account_2301,Revenue,429234.02
2021,4,ACC101341,Account_1341,Liability,76342.95
2022,9,ACC100407,Account_407,Equity,12332.87
2021,6,ACC100269,Account_269,Expense,19094.99
2021,3,ACC100732,Account_732,Revenue,57998.17
2022,10,ACC102713,Account_2713,Equity,198841.17
2020,4,ACC101829,Account_1829,Liability,127747.09
2022,8,ACC102553,Account_2553,Equity,74678.87
2020,1,ACC102294,Account_2294,Asset,140944.86
2020,9,ACC102275,Account_2275,Revenue,136102.28
2020,5,ACC100468,Account_468,Liability,150032.11
2021,11,ACC100297,Account_297,Expense,51024.34
2022,10,ACC100579,Account_579,Asset,203359.73
2020,5,ACC100077,Account_77,Liability,435690.52
2020,4,ACC101340,Account_1340,Equity,176343.1
2022,5,ACC102048,Account_2048,Revenue,136785.29
2023,6,ACC101460,Account_1460,Expense,40823.13
2023,9,ACC102186,Account_2186,Asset,146924.22
2022,1,ACC102820,Account_2820,Equity,328071.01
2021,6,ACC101972,Account_1972,Revenue,481084.63
2021,1,ACC101968,Account_1968,Equity,440215.68
2023,6,ACC100615,Account_615,Liability,233635.72
2021,12,ACC102925,Account_2925,Liability,356352.14
2020,2,ACC102052,Account_2052,Liability,360651.11
2020,5,ACC101346,Account_1346,Expense,216582.32
2020,10,ACC102411,Account_2411,Asset,435819.19
2021,11,ACC102480,Account_2480,Asset,488427.24
2021,2,ACC101420,Account_1420,Asset,392931.84
2021,3,ACC101932,Account_1932,Liability,296954.11
2020,4,ACC102434,Account_2434,Expense,52725.69
2021,11,ACC102015,Account_2015,Liability,461792.85
2020,7,ACC100428,Account_428,Asset,53297.89
2020,6,ACC100719,Account_719,Revenue,423396.97
2022,4,ACC101978,Account_1978,Equity,206394.56
2023,4,ACC101657,Account_1657,Revenue,295775.17
2020,9,ACC100386,Account_386,Asset,260062.15
2020,1,ACC101297,Account_1297,Expense,216225.62
2022,6,ACC100061,Account_61,Revenue,297290.98
2022,8,ACC101815,Account_1815,Liability,7982.69
2021,5,ACC101779,Account_1779,Equity,481812.37
2021,3,ACC100522,Account_522,Liability,380048.53
2021,5,ACC102808,Account_2808,Expense,54503.02
2020,3,ACC101335,Account_1335,Asset,493991.93
2020,7,ACC101207,Account_1207,Equity,470021.74
2020,12,ACC100586,Account_586,Revenue,250637.64
2023,9,ACC100536,Account_536,Asset,827046.77
2022,11,ACC100759,Account_759,Equity,7684.46
2020,6,ACC101739,Account_1739,Liability,68110.8
2022,2,ACC100731,Account_731,Expense,81398.79
2021,10,ACC100225,Account_225,Equity,6509.74
2020,9,ACC102082,Account_2082,Expense,250528.91
2021,5,ACC101817,Account_1817,Equity,31654.26
2020,8,ACC100821,Account_821,Expense,190611.71
2024,2,ACC100740,Account_740,Equity,458596.31
2023,1,ACC102241,Account_2241,Equity,333571.52
2021,9,ACC100474,Account_474,Liability,418222.78
2020,11,ACC102754,Account_2754,Liability,412157.46
2021,6,ACC100705,Account_705,Liability,352218.43
2022,10,ACC100592,Account_592,Liability,396572.5
2022,2,ACC102843,Account_2843,Asset,326795.4
2020,12,ACC102857,Account_2857,Asset,302563.45
2022,11,ACC102179,Account_2179,Liability,185345.48
2023,11,ACC102390,Account_2390,Equity,38604.49
2020,11,ACC101996,Account_1996,Revenue,272540.18
2020,5,ACC102984,Account_2984,Expense,256614.98
2021,9,ACC101871,Account_1871,Revenue,175034.96
2022,6,ACC101427,Account_1427,Asset,280248.95
2021,11,ACC100338,Account_338,Revenue,66544.2
2023,6,ACC102510,Account_2510,Liability,38846.65
2021,12,ACC101838,Account_1838,Expense,193079.64
2021,12,ACC100669,Account_669,Liability,258893.02
2023,5,ACC101991,Account_1991,Liability,230827.19
2021,8,ACC101228,Account_1228,Equity,234928.33
2023,9,ACC100753,Account_753,Expense,153266.06
2022,2,ACC102048,Account_2048,Revenue,344881.05
2023,5,ACC101943,Account_1943,Liability,157881.24
2022,6,ACC100444,Account_444,Equity,1014.79
2023,4,ACC101951,Account_1951,Asset,41084.43
2023,11,ACC102009,Account_2009,Expense,9467.43
2020,2,ACC100423,Account_423,Expense,473228.15
2022,5,ACC100841,Account_841,Liability,39620.99
2021,9,ACC101741,Account_1741,Expense,422306.86
2023,6,ACC102687,Account_2687,Liability,407964.34
2022,7,ACC101173,Account_1173,Revenue,387882.74
2020,3,ACC100169,Account_169,Revenue,465539.32
2021,9,ACC101087,Account_1087,Asset,113458.77
2021,7,ACC101912,Account_1912,Liability,432776.29
2022,7,ACC102291,Account_2291,Revenue,236101.64
2020,7,ACC102704,Account_2704,Revenue,129355.06
2022,6,ACC100935,Account_935,Liability,367503.71
2022,6,ACC100442,Account_442,Equity,68022.52
2023,5,ACC100885,Account_885,Revenue,55521.63
2020,12,ACC101887,Account_1887,Equity,443651.22
2023,5,ACC101690,Account_1690,Revenue,158811.46
2023,8,ACC102021,Account_2021,Revenue,340672.55
2020,4,ACC101834,Account_1834,Expense,74302.28
2022,7,ACC102994,Account_2994,Liability,174755.55
2021,10,ACC101582,Account_1582,Revenue,182961.51
2021,1,ACC101595,Account_1595,Equity,232156.01
2020,10,ACC102373,Account_2373,Asset,116782.9
2022,11,ACC100418,Account_418,Asset,482538.68
2021,12,ACC100989,Account_989,Asset,338903.15
2022,12,ACC101644,Account_1644,Asset,146383.76
2021,10,ACC100144,Account_144,Revenue,269546.06
2020,10,ACC102223,Account_2223,Asset,19279.16
2023,3,ACC101458,Account_1458,Liability,115479.08
2020,9,ACC101871,Account_1871,Revenue,419723.31
2020,8,ACC102766,Account_2766,Expense,224423.18
2022,12,ACC101165,Account_1165,Revenue,77624.99
2021,1,ACC101879,Account_1879,Liability,436641.74
2022,5,ACC101924,Account_1924,Liability,25047.99
2023,6,ACC101178,Account_1178,Expense,342949.29
2023,10,ACC102556,Account_2556,Liability,74422.99
2021,7,ACC101983,Account_1983,Asset,146605.09
2021,7,ACC100994,Account_994,Expense,428013.42
2023,11,ACC102964,Account_2964,Revenue,493656.23
2023,9,ACC102341,Account_2341,Revenue,207814.14
2021,9,ACC101760,Account_1760,Expense,250106.59
2022,2,ACC100739,Account_739,Expense,287458.21
2023,1,ACC101957,Account_1957,Expense,642.0
2021,11,ACC101481,Account_1481,Equity,187980.1
2020,6,ACC102192,Account_2192,Liability,16268.31
2021,1,ACC101084,Account_1084,Liability,182653.29
2020,2,ACC100734,Account_734,Asset,368512.2
2024,2,ACC102886,Account_2886,Asset,307554.32
2021,10,ACC102202,Account_2202,Equity,154158.53
2020,1,ACC101080,Account_1080,Asset,224678.21
2020,12,ACC100446,Account_446,Revenue,172230.31
2023,2,ACC100557,Account_557,Revenue,261130.14
2021,8,ACC100165,Account_165,Asset,219230.77
2023,3,ACC102820,Account_2820,Equity,176585.21
2021,8,ACC101533,Account_1533,Equity,403970.96
2022,8,ACC101352,Account_1352,Expense,450164.51
2023,6,ACC101692,Account_1692,Equity,258098.91
2021,10,ACC100294,Account_294,Expense,481498.16
2023,8,ACC101584,Account_1584,Revenue,453088.07
2022,10,ACC101032,Account_1032,Expense,310202.55
2022,7,ACC101621,Account_1621,Expense,6695.5
2021,8,ACC102730,Account_2730,Expense,69107.95
2023,5,ACC100711,Account_711,Revenue,249131.22
2021,8,ACC102784,Account_2784,Asset,347933.98
2020,2,ACC100891,Account_891,Liability,107382.21
2020,4,ACC102957,Account_2957,Asset,13900.47
2021,12,ACC100116,Account_116,Asset,261891.15
2022,9,ACC101913,Account_1913,Revenue,456459.29
2023,1,ACC101610,Account_1610,Asset,494138.59
2023,4,ACC101987,Account_1987,Equity,430250.55
2023,2,ACC102168,Account_2168,Equity,11703.29
2020,10,ACC100874,Account_874,Liability,352722.9
2021,5,ACC100094,Account_94,Equity,363492.83
2022,7,ACC101723,Account_1723,Expense,233962.01
2020,12,ACC102334,Account_2334,Expense,284724.35
2020,1,ACC102896,Account_2896,Expense,293947.95
2021,3,ACC101153,Account_1153,Revenue,394578.41
2020,11,ACC101025,Account_1025,Equity,282106.02
2022,2,ACC101592,Account_1592,Expense,85678.47
2020,1,ACC101319,Account_1319,Asset,185849.9
2020,6,ACC100423,Account_423,Expense,33153.89
2022,7,ACC100136,Account_136,Revenue,494373.05
2023,8,ACC100374,Account_374,Liability,329410.59
2020,2,ACC100610,Account_610,Equity,222985.63
2022,9,ACC101966,Account_1966,Liability,491685.73
2023,9,ACC100969,Account_969,Revenue,153402.1
2021,7,ACC100145,Account_145,Revenue,78873.88
2022,3,ACC102918,Account_2918,Equity,321600.4
2021,8,ACC100616,Account_616,Expense,210943.87
2020,7,ACC101661,Account_1661,Equity,315641.18
2020,9,ACC100082,Account_82,Equity,318470.73
2022,10,ACC100078,Account_78,Revenue,357187.41
2023,7,ACC100096,Account_96,Equity,159761.85
2020,5,ACC101000,Account_1000,Liability,75024.79
2021,4,ACC101218,Account_1218,Liability,251815.69
2020,1,ACC100101,Account_101,Asset,389371.27
2020,4,ACC100454,Account_454,Equity,456418.18
2022,3,ACC101029,Account_1029,Revenue,232114.65
2023,2,ACC101687,Account_1687,Equity,230062.44
2021,3,ACC101757,Account_1757,Liability,26833.32
2020,7,ACC100177,Account_177,Equity,374268.81
2023,8,ACC102137,Account_2137,Equity,351344.12
2024,1,ACC102548,Account_2548,Liability,68943.97
2020,1,ACC101936,Account_1936,Revenue,182471.13
2022,11,ACC101803,Account_1803,Revenue,122335.76
2022,2,ACC102335,Account_2335,Liability,84065.27
2020,3,ACC102955,Account_2955,Liability,424825.79
2023,7,ACC100653,Account_653,Liability,444149.71
2022,12,ACC102896,Account_2896,Expense,228882.06
2020,11,ACC100076,Account_76,Revenue,323667.36
2024,1,ACC101028,Account_1028,Asset,103636.47
2021,9,ACC100229,Account_229,Expense,34751.64
2020,3,ACC101529,Account_1529,Revenue,48486.12
2020,9,ACC102384,Account_2384,Revenue,451929.46
2020,1,ACC101377,Account_1377,Liability,294653.03
2020,11,ACC102765,Account_2765,Expense,85936.17
2022,6,ACC102700,Account_2700,Equity,314272.64
2021,6,ACC101738,Account_1738,Liability,132253.86
2020,8,ACC102703,Account_2703,Liability,290424.21
2022,3,ACC102258,Account_2258,Equity,90542.34
2023,2,ACC100922,Account_922,Revenue,386339.46
2020,3,ACC100293,Account_293,Expense,209113.64
2021,1,ACC101223,Account_1223,Revenue,314792.4
