Transaction_ID,Account_ID,Transaction_Date,Transaction_Type,Amount,Department,Region,Description
TRX202323,ACC101900,2020-07-12,Debit,173541.07,Sales,East,Financial entry 2323
TRX202324,ACC102873,2021-05-18,Credit,493765.46,IT,West,Financial entry 2324
TRX202325,ACC102476,2023-04-10,Debit,439581.3,HR,North,Financial entry 2325
TRX202326,ACC102856,2023-01-05,Credit,115059.55,Finance,West,Financial entry 2326
TRX202327,ACC102968,2020-05-29,Debit,110566.64,Sales,South,Financial entry 2327
TRX202328,ACC101199,2023-05-22,Debit,375801.77,Finance,South,Financial entry 2328
TRX202329,ACC101095,2021-08-17,Debit,161470.29,HR,South,Financial entry 2329
TRX202330,ACC102312,2020-05-09,Credit,356059.58,Finance,North,Financial entry 2330
TRX202331,ACC100486,2023-05-31,Credit,190182.44,Support,West,Financial entry 2331
TRX202332,ACC100921,2020-03-01,Debit,105033.69,Finance,Central,Financial entry 2332
TRX202333,ACC100807,2021-03-06,Debit,273454.07,Operations,Central,Financial entry 2333
TRX202334,ACC102153,2022-02-18,Credit,209546.27,Support,South,Financial entry 2334
TRX202335,ACC102404,2023-10-10,Debit,402727.23,Sales,North,Financial entry 2335
TRX202336,ACC101205,2022-07-20,Credit,118582.48,Sales,South,Financial entry 2336
TRX202337,ACC100423,2020-06-26,Debit,33153.89,Finance,East,Financial entry 2337
TRX202338,ACC100892,2023-04-01,Credit,113211.46,HR,North,Financial entry 2338
TRX202339,ACC102258,2022-03-25,Credit,90542.34,Support,East,Financial entry 2339
TRX202340,ACC101199,2021-10-02,Debit,92855.03,Support,Central,Financial entry 2340
TRX202341,ACC101145,2024-01-15,Debit,194053.65,IT,West,Financial entry 2341
TRX202342,ACC102004,2021-05-03,Credit,216814.24,IT,South,Financial entry 2342
TRX202343,ACC101093,2022-01-09,Debit,295466.76,Sales,North,Financial entry 2343
TRX202344,ACC100457,2021-03-12,Credit,422132.83,Sales,North,Financial entry 2344
TRX202345,ACC101349,2020-07-15,Credit,47899.98,Operations,East,Financial entry 2345
TRX202346,ACC100136,2022-07-28,Debit,494373.05,IT,North,Financial entry 2346
TRX202347,ACC102807,2024-01-28,Debit,282829.06,HR,East,Financial entry 2347
TRX202348,ACC101089,2023-03-17,Credit,382561.58,Support,West,Financial entry 2348
TRX202349,ACC101525,2020-05-13,Credit,262290.42,HR,North,Financial entry 2349
TRX202350,ACC100355,2021-04-19,Credit,214787.88,Finance,West,Financial entry 2350
TRX202351,ACC100116,2023-12-19,Debit,97562.31,Support,West,Financial entry 2351
TRX202352,ACC101382,2022-01-25,Debit,223089.98,Finance,East,Financial entry 2352
TRX202353,ACC101724,2022-09-14,Debit,416961.54,Finance,South,Financial entry 2353
TRX202354,ACC100853,2022-07-23,Debit,225785.43,Support,West,Financial entry 2354
TRX202355,ACC102904,2024-01-06,Credit,345657.59,Operations,North,Financial entry 2355
TRX202356,ACC100445,2020-04-17,Credit,314903.06,HR,Central,Financial entry 2356
TRX202357,ACC101571,2023-02-20,Credit,179525.7,Sales,South,Financial entry 2357
TRX202358,ACC100067,2020-03-28,Debit,305957.39,HR,South,Financial entry 2358
TRX202359,ACC101171,2023-12-25,Credit,392523.82,Sales,West,Financial entry 2359
TRX202360,ACC102513,2022-10-05,Debit,12039.67,Sales,North,Financial entry 2360
TRX202361,ACC102543,2023-08-20,Debit,388093.05,Finance,South,Financial entry 2361
TRX202362,ACC100137,2022-03-11,Credit,12585.05,IT,East,Financial entry 2362
TRX202363,ACC100374,2023-08-15,Credit,329410.59,Support,South,Financial entry 2363
TRX202364,ACC101470,2021-08-22,Credit,234740.45,Finance,North,Financial entry 2364
TRX202365,ACC102148,2020-02-05,Debit,165024.76,IT,Central,Financial entry 2365
TRX202366,ACC102594,2021-01-22,Credit,235131.56,Finance,Central,Financial entry 2366
TRX202367,ACC100374,2022-04-27,Debit,223176.75,HR,West,Financial entry 2367
TRX202368,ACC101148,2023-10-21,Debit,114166.92,IT,North,Financial entry 2368
TRX202369,ACC102618,2021-07-16,Credit,261940.48,HR,East,Financial entry 2369
TRX202370,ACC100967,2021-10-04,Credit,407593.84,Sales,Central,Financial entry 2370
TRX202371,ACC101302,2021-12-03,Credit,476544.63,Sales,South,Financial entry 2371
TRX202372,ACC100384,2021-07-17,Debit,310410.58,Finance,North,Financial entry 2372
TRX202373,ACC102374,2020-11-23,Credit,198052.83,Support,West,Financial entry 2373
TRX202374,ACC101733,2021-02-18,Credit,107533.66,Sales,East,Financial entry 2374
TRX202375,ACC102409,2021-04-05,Debit,8710.11,Sales,Central,Financial entry 2375
TRX202376,ACC100975,2021-10-06,Credit,285296.8,HR,East,Financial entry 2376
TRX202377,ACC102168,2023-02-22,Debit,11703.29,HR,Central,Financial entry 2377
TRX202378,ACC100343,2022-07-09,Debit,110200.16,Sales,Central,Financial entry 2378
TRX202379,ACC101670,2020-02-26,Debit,290873.6,IT,West,Financial entry 2379
TRX202380,ACC101814,2022-02-13,Credit,102036.93,IT,South,Financial entry 2380
TRX202381,ACC100506,2023-05-24,Debit,255872.02,Support,Central,Financial entry 2381
TRX202382,ACC102100,2022-08-06,Credit,238496.65,HR,East,Financial entry 2382
TRX202383,ACC102218,2020-07-27,Debit,52927.25,Sales,Central,Financial entry 2383
TRX202384,ACC101507,2021-08-19,Credit,98905.69,Finance,North,Financial entry 2384
TRX202385,ACC100311,2023-02-21,Debit,458804.51,Sales,North,Financial entry 2385
TRX202386,ACC101549,2022-03-21,Credit,203381.4,IT,West,Financial entry 2386
TRX202387,ACC101743,2020-04-04,Debit,404298.72,IT,North,Financial entry 2387
TRX202388,ACC102354,2022-10-30,Debit,227457.3,Sales,North,Financial entry 2388
TRX202389,ACC100590,2020-08-23,Debit,357273.37,HR,South,Financial entry 2389
TRX202390,ACC100112,2023-12-02,Credit,174972.55,HR,Central,Financial entry 2390
TRX202391,ACC100945,2020-12-22,Debit,461044.23,Sales,North,Financial entry 2391
TRX202392,ACC100836,2022-02-03,Credit,57620.9,Sales,Central,Financial entry 2392
TRX202393,ACC100610,2020-02-08,Debit,222985.63,Finance,North,Financial entry 2393
TRX202394,ACC101074,2022-02-08,Debit,48237.02,Sales,South,Financial entry 2394
TRX202395,ACC101549,2021-02-16,Credit,30005.29,Finance,North,Financial entry 2395
TRX202396,ACC102888,2020-09-30,Credit,194129.13,Finance,East,Financial entry 2396
TRX202397,ACC101442,2022-08-28,Debit,182025.53,IT,West,Financial entry 2397
TRX202398,ACC102301,2021-11-09,Debit,429234.02,IT,North,Financial entry 2398
TRX202399,ACC102175,2022-06-09,Credit,60463.74,HR,West,Financial entry 2399
TRX202400,ACC102562,2020-04-04,Debit,414440.6,Operations,North,Financial entry 2400
TRX202401,ACC102129,2022-08-02,Credit,229622.7,HR,West,Financial entry 2401
TRX202402,ACC102200,2021-05-17,Debit,338480.04,IT,North,Financial entry 2402
TRX202403,ACC100343,2021-03-11,Credit,488971.08,Operations,West,Financial entry 2403
TRX202404,ACC102319,2022-12-06,Debit,231309.47,Sales,East,Financial entry 2404
TRX202405,ACC101037,2020-10-04,Debit,354316.84,Finance,Central,Financial entry 2405
TRX202406,ACC100570,2021-05-01,Credit,374003.12,Operations,West,Financial entry 2406
TRX202407,ACC100678,2023-07-25,Debit,336655.49,HR,Central,Financial entry 2407
TRX202408,ACC101620,2020-04-21,Credit,434608.59,Sales,East,Financial entry 2408
TRX202409,ACC102600,2021-11-29,Debit,454208.45,IT,Central,Financial entry 2409
TRX202410,ACC100443,2020-09-15,Debit,324849.89,Operations,Central,Financial entry 2410
TRX202411,ACC102745,2021-03-06,Credit,189033.17,Support,South,Financial entry 2411
TRX202412,ACC100558,2022-08-22,Debit,150011.22,IT,South,Financial entry 2412
TRX202413,ACC100269,2023-01-26,Debit,490426.9,Operations,North,Financial entry 2413
TRX202414,ACC100660,2020-09-19,Debit,441415.08,Finance,Central,Financial entry 2414
TRX202415,ACC101655,2022-06-11,Credit,72951.1,IT,East,Financial entry 2415
TRX202416,ACC100249,2024-01-16,Debit,98938.91,Sales,East,Financial entry 2416
TRX202417,ACC100331,2020-01-03,Credit,331642.94,Support,North,Financial entry 2417
TRX202418,ACC101303,2023-04-09,Credit,341847.17,IT,South,Financial entry 2418
TRX202419,ACC102260,2023-12-30,Credit,461430.37,IT,North,Financial entry 2419
TRX202420,ACC102706,2023-05-28,Credit,254402.97,Operations,North,Financial entry 2420
TRX202421,ACC102414,2023-07-26,Credit,880.63,IT,Central,Financial entry 2421
TRX202422,ACC100907,2020-08-16,Debit,299020.74,HR,West,Financial entry 2422
TRX202423,ACC100287,2023-08-18,Credit,379098.41,HR,Central,Financial entry 2423
TRX202424,ACC102044,2020-12-02,Credit,199884.24,HR,Central,Financial entry 2424
TRX202425,ACC101966,2022-09-21,Debit,491685.73,Finance,North,Financial entry 2425
TRX202426,ACC102227,2022-05-21,Debit,302830.81,IT,East,Financial entry 2426
TRX202427,ACC101039,2021-02-09,Debit,381950.67,Sales,North,Financial entry 2427
TRX202428,ACC102278,2023-02-14,Credit,378331.89,HR,North,Financial entry 2428
TRX202429,ACC101126,2023-05-31,Debit,55314.99,Operations,North,Financial entry 2429
TRX202430,ACC101089,2021-04-26,Credit,445405.39,Operations,East,Financial entry 2430
TRX202431,ACC102250,2021-07-26,Credit,371627.23,Support,Central,Financial entry 2431
TRX202432,ACC100653,2023-07-21,Debit,444149.71,HR,North,Financial entry 2432
TRX202433,ACC100922,2023-02-14,Credit,386339.46,Support,North,Financial entry 2433
TRX202434,ACC102552,2022-05-06,Credit,46835.66,Finance,East,Financial entry 2434
TRX202435,ACC101513,2022-08-12,Credit,34466.22,Support,Central,Financial entry 2435
TRX202436,ACC102285,2021-04-08,Credit,165020.99,IT,South,Financial entry 2436
TRX202437,ACC100528,2020-02-06,Debit,110187.42,Finance,Central,Financial entry 2437
TRX202438,ACC100941,2023-08-30,Credit,4525.21,Support,Central,Financial entry 2438
TRX202439,ACC102600,2021-12-25,Credit,25885.7,IT,East,Financial entry 2439
TRX202440,ACC101864,2022-12-25,Debit,134078.35,Support,North,Financial entry 2440
TRX202441,ACC100108,2020-03-17,Debit,39454.2,HR,North,Financial entry 2441
TRX202442,ACC101172,2023-03-25,Debit,397504.45,Operations,West,Financial entry 2442
TRX202443,ACC101000,2020-05-29,Credit,75024.79,HR,South,Financial entry 2443
TRX202444,ACC101354,2022-06-12,Credit,481714.59,IT,West,Financial entry 2444
TRX202445,ACC100428,2020-07-19,Debit,53297.89,Finance,North,Financial entry 2445
TRX202446,ACC102791,2023-05-10,Debit,492288.74,Finance,South,Financial entry 2446
TRX202447,ACC101961,2022-07-07,Credit,23745.46,HR,North,Financial entry 2447
TRX202448,ACC100137,2021-10-01,Debit,264250.21,Sales,East,Financial entry 2448
TRX202449,ACC100037,2021-07-10,Debit,319155.76,HR,North,Financial entry 2449
TRX202450,ACC100331,2022-01-12,Debit,10348.74,IT,West,Financial entry 2450
TRX202451,ACC100969,2024-02-04,Debit,84831.48,Finance,East,Financial entry 2451
TRX202452,ACC102486,2024-01-10,Debit,316996.9,HR,East,Financial entry 2452
TRX202453,ACC102687,2022-04-22,Credit,346014.93,IT,South,Financial entry 2453
TRX202454,ACC102733,2022-01-31,Credit,409416.4,Operations,Central,Financial entry 2454
TRX202455,ACC102630,2022-03-30,Credit,372720.1,Operations,West,Financial entry 2455
TRX202456,ACC102826,2021-10-02,Debit,285730.64,Support,West,Financial entry 2456
TRX202457,ACC100693,2023-02-18,Credit,383286.47,IT,West,Financial entry 2457
TRX202458,ACC101934,2022-10-20,Debit,266206.47,Support,South,Financial entry 2458
TRX202459,ACC100579,2022-10-01,Debit,203359.73,Operations,Central,Financial entry 2459
TRX202460,ACC100155,2021-06-15,Credit,156884.19,Finance,West,Financial entry 2460
TRX202461,ACC101063,2023-03-03,Debit,413806.45,IT,East,Financial entry 2461
TRX202462,ACC101454,2023-07-22,Debit,294204.99,IT,West,Financial entry 2462
TRX202463,ACC101148,2022-06-11,Debit,258020.48,Sales,Central,Financial entry 2463
TRX202464,ACC100798,2021-10-10,Debit,291338.46,Operations,South,Financial entry 2464
TRX202465,ACC100672,2022-08-30,Credit,358831.93,Sales,East,Financial entry 2465
TRX202466,ACC100077,2020-05-09,Debit,435690.52,Operations,North,Financial entry 2466
TRX202467,ACC101372,2020-04-15,Credit,280401.77,HR,East,Financial entry 2467
TRX202468,ACC100633,2021-05-06,Debit,381200.1,HR,North,Financial entry 2468
TRX202469,ACC100533,2021-06-16,Credit,225569.81,Support,Central,Financial entry 2469
TRX202470,ACC102614,2020-02-25,Credit,287388.73,HR,South,Financial entry 2470
TRX202471,ACC102656,2021-10-19,Debit,411554.77,Support,East,Financial entry 2471
TRX202472,ACC100400,2022-07-31,Credit,54615.67,Sales,Central,Financial entry 2472
TRX202473,ACC101081,2022-10-18,Debit,258036.81,HR,West,Financial entry 2473
TRX202474,ACC102005,2020-02-03,Credit,392078.36,Sales,East,Financial entry 2474
TRX202475,ACC102863,2020-04-26,Credit,264519.9,Sales,North,Financial entry 2475
TRX202476,ACC101689,2021-09-02,Debit,155661.53,Finance,Central,Financial entry 2476
TRX202477,ACC101218,2021-04-09,Debit,251815.69,Sales,South,Financial entry 2477
TRX202478,ACC100351,2022-12-15,Debit,4467.81,Finance,North,Financial entry 2478
TRX202479,ACC102945,2022-07-10,Credit,465489.16,HR,Central,Financial entry 2479
TRX202480,ACC100569,2021-06-12,Debit,26368.76,HR,North,Financial entry 2480
TRX202481,ACC100288,2023-12-01,Credit,455188.64,HR,South,Financial entry 2481
TRX202482,ACC101721,2020-02-21,Credit,316018.98,Finance,East,Financial entry 2482
TRX202483,ACC101607,2020-07-03,Credit,457452.61,IT,West,Financial entry 2483
TRX202484,ACC102566,2023-06-30,Debit,92078.05,HR,West,Financial entry 2484
TRX202485,ACC101349,2020-09-30,Credit,305247.72,Sales,Central,Financial entry 2485
TRX202486,ACC101797,2023-12-19,Debit,233385.61,Sales,Central,Financial entry 2486
TRX202487,ACC102707,2022-01-03,Debit,145807.27,Sales,East,Financial entry 2487
TRX202488,ACC101429,2021-10-20,Credit,41405.75,IT,South,Financial entry 2488
TRX202489,ACC101838,2022-11-05,Debit,319587.5,Sales,South,Financial entry 2489
TRX202490,ACC101004,2021-03-09,Credit,494674.55,Finance,North,Financial entry 2490
TRX202491,ACC101992,2023-11-12,Debit,125997.3,Support,North,Financial entry 2491
TRX202492,ACC100554,2021-05-11,Credit,143062.46,Operations,West,Financial entry 2492
TRX202493,ACC101812,2023-03-06,Credit,141925.01,Sales,South,Financial entry 2493
TRX202494,ACC100113,2022-08-12,Credit,197861.33,HR,Central,Financial entry 2494
TRX202495,ACC101267,2021-04-20,Credit,26498.09,Support,West,Financial entry 2495
TRX202496,ACC101582,2021-04-12,Credit,268247.84,HR,Central,Financial entry 2496
TRX202497,ACC102330,2022-07-30,Credit,480082.28,Support,East,Financial entry 2497
TRX202498,ACC102504,2021-02-25,Debit,158757.79,Operations,West,Financial entry 2498
TRX202499,ACC101342,2022-05-03,Debit,98287.4,Support,North,Financial entry 2499
TRX202500,ACC101805,2022-10-03,Credit,495221.8,IT,Central,Financial entry 2500
TRX202501,ACC102276,2021-12-30,Debit,108870.6,Operations,North,Financial entry 2501
TRX202502,ACC100562,2021-12-16,Debit,71757.24,Support,West,Financial entry 2502
TRX202503,ACC101750,2022-12-11,Credit,96040.24,Operations,North,Financial entry 2503
TRX202504,ACC101713,2020-08-18,Debit,381299.64,IT,East,Financial entry 2504
TRX202505,ACC100409,2022-04-06,Credit,261586.34,HR,South,Financial entry 2505
TRX202506,ACC102733,2020-07-13,Credit,68726.21,Finance,East,Financial entry 2506
TRX202507,ACC101569,2021-11-17,Debit,106662.52,Sales,Central,Financial entry 2507
TRX202508,ACC102447,2020-12-27,Credit,191695.78,HR,East,Financial entry 2508
TRX202509,ACC101644,2022-12-30,Debit,146383.76,Sales,Central,Financial entry 2509
TRX202510,ACC101185,2020-09-27,Debit,181920.85,Support,North,Financial entry 2510
TRX202511,ACC102402,2020-07-22,Debit,317890.9,Operations,South,Financial entry 2511
TRX202512,ACC100705,2021-06-11,Debit,352218.43,Sales,South,Financial entry 2512
TRX202513,ACC100333,2023-01-12,Debit,399552.97,IT,East,Financial entry 2513
TRX202514,ACC100759,2022-11-04,Credit,7684.46,Finance,Central,Financial entry 2514
TRX202515,ACC100312,2021-12-23,Debit,129003.53,IT,South,Financial entry 2515
TRX202516,ACC100773,2020-11-06,Debit,109695.55,Support,South,Financial entry 2516
TRX202517,ACC101412,2021-01-10,Debit,172042.67,Finance,South,Financial entry 2517
TRX202518,ACC100032,2023-03-04,Credit,478247.08,Sales,North,Financial entry 2518
TRX202519,ACC100003,2021-05-11,Credit,350050.92,HR,East,Financial entry 2519
TRX202520,ACC102637,2022-09-13,Debit,428556.47,Operations,West,Financial entry 2520
TRX202521,ACC102977,2020-04-15,Debit,89612.06,IT,South,Financial entry 2521
TRX202522,ACC101166,2020-11-11,Debit,411244.63,Support,Central,Financial entry 2522
TRX202523,ACC101862,2023-04-30,Debit,97105.31,IT,Central,Financial entry 2523
TRX202524,ACC101380,2022-11-10,Debit,423934.2,Finance,North,Financial entry 2524
TRX202525,ACC100910,2020-01-23,Debit,279645.16,HR,West,Financial entry 2525
TRX202526,ACC101342,2022-01-01,Debit,385602.43,Sales,East,Financial entry 2526
TRX202527,ACC100534,2023-09-03,Debit,323201.76,Operations,Central,Financial entry 2527
TRX202528,ACC102319,2020-01-27,Credit,104123.25,HR,West,Financial entry 2528
TRX202529,ACC101878,2023-04-15,Credit,275503.0,Support,Central,Financial entry 2529
TRX202530,ACC101681,2020-06-23,Debit,498995.06,Operations,South,Financial entry 2530
TRX202531,ACC100533,2021-12-23,Credit,145555.78,Sales,South,Financial entry 2531
TRX202532,ACC101156,2023-02-09,Debit,493433.58,Operations,Central,Financial entry 2532
TRX202533,ACC100985,2022-05-04,Debit,460569.7,Support,East,Financial entry 2533
TRX202534,ACC100538,2020-02-21,Credit,150119.56,IT,South,Financial entry 2534
TRX202535,ACC100147,2021-11-18,Debit,85514.73,IT,South,Financial entry 2535
TRX202536,ACC102122,2023-01-13,Credit,68065.9,Sales,South,Financial entry 2536
TRX202537,ACC101996,2021-04-25,Credit,412073.19,Sales,South,Financial entry 2537
TRX202538,ACC101341,2021-04-04,Credit,76342.95,Finance,Central,Financial entry 2538
TRX202539,ACC100101,2020-01-12,Credit,389371.27,Operations,Central,Financial entry 2539
TRX202540,ACC101201,2023-11-21,Debit,141863.74,Support,South,Financial entry 2540
TRX202541,ACC100128,2020-12-27,Debit,318691.93,HR,East,Financial entry 2541
TRX202542,ACC101580,2023-02-06,Debit,318250.58,Finance,Central,Financial entry 2542
TRX202543,ACC100812,2021-06-13,Credit,454934.01,Sales,North,Financial entry 2543
TRX202544,ACC102682,2021-06-14,Credit,156308.46,Operations,West,Financial entry 2544
TRX202545,ACC102550,2020-11-08,Credit,187276.03,Finance,West,Financial entry 2545
TRX202546,ACC102814,2023-11-03,Debit,38727.64,Finance,North,Financial entry 2546
TRX202547,ACC101060,2020-10-19,Debit,419499.26,HR,South,Financial entry 2547
TRX202548,ACC101994,2022-10-21,Debit,47438.17,Operations,Central,Financial entry 2548
TRX202549,ACC101812,2021-09-22,Debit,160267.14,IT,West,Financial entry 2549
TRX202550,ACC100269,2023-02-24,Credit,137520.32,Operations,South,Financial entry 2550
TRX202551,ACC101381,2023-05-21,Debit,339496.99,IT,South,Financial entry 2551
TRX202552,ACC100144,2021-10-06,Credit,269546.06,HR,North,Financial entry 2552
TRX202553,ACC102759,2021-01-07,Credit,171547.66,Sales,Central,Financial entry 2553
TRX202554,ACC102963,2024-01-28,Credit,168787.58,Finance,North,Financial entry 2554
TRX202555,ACC101837,2023-02-15,Credit,67423.55,Finance,Central,Financial entry 2555
TRX202556,ACC100752,2022-07-01,Credit,419195.82,HR,South,Financial entry 2556
TRX202557,ACC102703,2023-12-14,Credit,429479.29,Finance,East,Financial entry 2557
TRX202558,ACC100338,2023-03-07,Credit,323548.4,Sales,East,Financial entry 2558
TRX202559,ACC102146,2023-08-16,Debit,152467.8,HR,South,Financial entry 2559
TRX202560,ACC102389,2022-03-04,Credit,192572.83,Operations,East,Financial entry 2560
TRX202561,ACC101671,2020-04-16,Debit,415397.3,Finance,North,Financial entry 2561
TRX202562,ACC102882,2021-05-20,Credit,206890.89,Operations,South,Financial entry 2562
TRX202563,ACC102611,2023-01-07,Debit,217570.42,IT,Central,Financial entry 2563
TRX202564,ACC101793,2023-10-31,Debit,43204.74,IT,North,Financial entry 2564
TRX202565,ACC100048,2023-07-26,Credit,58931.11,HR,East,Financial entry 2565
TRX202566,ACC102303,2023-06-28,Credit,293999.08,Support,Central,Financial entry 2566
TRX202567,ACC100652,2022-03-20,Credit,31358.91,Finance,South,Financial entry 2567
TRX202568,ACC101201,2022-11-23,Credit,143618.74,Sales,East,Financial entry 2568
TRX202569,ACC102237,2022-06-21,Credit,127136.05,Support,East,Financial entry 2569
TRX202570,ACC100283,2021-05-25,Debit,391428.81,HR,Central,Financial entry 2570
TRX202571,ACC101567,2021-01-28,Debit,65853.76,IT,East,Financial entry 2571
TRX202572,ACC102224,2022-08-19,Debit,419594.29,Finance,East,Financial entry 2572
TRX202573,ACC100820,2021-03-12,Credit,47645.87,Operations,West,Financial entry 2573
TRX202574,ACC100807,2020-07-31,Debit,144279.04,HR,East,Financial entry 2574
TRX202575,ACC102322,2021-06-11,Debit,384840.85,Operations,South,Financial entry 2575
TRX202576,ACC102886,2023-07-24,Debit,444456.29,Support,West,Financial entry 2576
TRX202577,ACC101878,2020-04-13,Credit,166575.94,Support,West,Financial entry 2577
TRX202578,ACC100469,2022-07-29,Debit,255430.25,Support,South,Financial entry 2578
TRX202579,ACC101420,2020-04-13,Credit,112689.49,Operations,East,Financial entry 2579
TRX202580,ACC101467,2021-02-16,Debit,397803.78,Finance,North,Financial entry 2580
TRX202581,ACC100320,2023-11-23,Debit,41501.92,HR,West,Financial entry 2581
TRX202582,ACC101614,2020-01-14,Debit,428577.63,Sales,West,Financial entry 2582
TRX202583,ACC100462,2021-06-22,Credit,171561.65,Support,South,Financial entry 2583
TRX202584,ACC102810,2022-07-02,Debit,260082.95,Operations,Central,Financial entry 2584
TRX202585,ACC102055,2024-02-07,Credit,227169.38,HR,West,Financial entry 2585
TRX202586,ACC102895,2023-08-17,Debit,233602.6,Finance,West,Financial entry 2586
TRX202587,ACC100237,2020-02-27,Debit,436743.47,Finance,South,Financial entry 2587
TRX202588,ACC102100,2023-07-04,Credit,44834.49,Operations,Central,Financial entry 2588
TRX202589,ACC102637,2022-06-21,Debit,473414.16,HR,West,Financial entry 2589
TRX202590,ACC101595,2020-10-28,Credit,181570.39,IT,East,Financial entry 2590
TRX202591,ACC102560,2020-04-19,Credit,4654.59,Finance,Central,Financial entry 2591
TRX202592,ACC100293,2020-03-18,Debit,209113.64,IT,West,Financial entry 2592
TRX202593,ACC102587,2020-10-04,Debit,322311.72,Finance,South,Financial entry 2593
TRX202594,ACC101399,2023-12-24,Credit,183368.36,HR,Central,Financial entry 2594
TRX202595,ACC102712,2023-11-07,Credit,108960.1,Sales,Central,Financial entry 2595
TRX202596,ACC100474,2023-07-21,Debit,218654.23,IT,North,Financial entry 2596
TRX202597,ACC101340,2020-04-17,Credit,176343.1,HR,South,Financial entry 2597
TRX202598,ACC100407,2022-09-23,Credit,12332.87,Sales,East,Financial entry 2598
TRX202599,ACC102075,2022-09-07,Credit,4081.09,HR,Central,Financial entry 2599
TRX202600,ACC101728,2021-04-01,Credit,114518.29,HR,North,Financial entry 2600
TRX202601,ACC100552,2022-06-13,Credit,476397.17,IT,East,Financial entry 2601
TRX202602,ACC101455,2023-07-06,Debit,371047.74,IT,West,Financial entry 2602
TRX202603,ACC100109,2020-05-26,Credit,68339.82,Operations,West,Financial entry 2603
TRX202604,ACC102111,2021-03-04,Debit,198565.87,Finance,South,Financial entry 2604
TRX202605,ACC102943,2022-07-09,Credit,408220.7,Support,South,Financial entry 2605
TRX202606,ACC101030,2023-04-04,Credit,192623.66,Sales,Central,Financial entry 2606
TRX202607,ACC101079,2022-10-02,Debit,147571.93,IT,Central,Financial entry 2607
TRX202608,ACC102342,2022-06-10,Credit,38150.68,HR,Central,Financial entry 2608
TRX202609,ACC101512,2022-05-13,Debit,403570.24,IT,East,Financial entry 2609
TRX202610,ACC100835,2020-06-06,Debit,251927.77,Operations,East,Financial entry 2610
TRX202611,ACC100816,2021-03-26,Credit,221386.47,Operations,North,Financial entry 2611
TRX202612,ACC101615,2022-12-04,Debit,44528.0,Operations,West,Financial entry 2612
TRX202613,ACC101332,2021-12-13,Debit,71102.11,Operations,West,Financial entry 2613
TRX202614,ACC102363,2023-09-19,Credit,220016.91,IT,Central,Financial entry 2614
TRX202615,ACC102886,2021-11-06,Debit,477612.89,Support,South,Financial entry 2615
TRX202616,ACC102903,2023-03-14,Debit,87811.24,Finance,South,Financial entry 2616
TRX202617,ACC101372,2020-06-07,Credit,387938.79,Sales,North,Financial entry 2617
TRX202618,ACC100096,2023-03-23,Credit,40692.99,Operations,East,Financial entry 2618
TRX202619,ACC101142,2023-06-11,Debit,155448.18,Operations,West,Financial entry 2619
TRX202620,ACC100210,2021-03-02,Debit,313966.06,Sales,South,Financial entry 2620
TRX202621,ACC100278,2023-08-22,Debit,230784.54,Finance,Central,Financial entry 2621
TRX202622,ACC101859,2020-09-01,Debit,93007.97,HR,North,Financial entry 2622
TRX202623,ACC102431,2021-07-13,Credit,159326.57,Support,West,Financial entry 2623
TRX202624,ACC100941,2020-01-02,Credit,55428.04,Sales,North,Financial entry 2624
TRX202625,ACC100552,2022-09-06,Credit,336466.71,Finance,North,Financial entry 2625
TRX202626,ACC102232,2020-05-10,Debit,401184.35,HR,Central,Financial entry 2626
TRX202627,ACC100426,2022-10-06,Debit,395999.15,Support,North,Financial entry 2627
TRX202628,ACC102154,2021-02-15,Debit,127816.08,Finance,North,Financial entry 2628
TRX202629,ACC101722,2021-11-08,Credit,24003.1,Support,West,Financial entry 2629
TRX202630,ACC102998,2020-10-31,Credit,137773.15,Operations,North,Financial entry 2630
TRX202631,ACC100721,2021-02-24,Debit,105731.08,Operations,East,Financial entry 2631
TRX202632,ACC100102,2021-04-03,Credit,363634.94,IT,West,Financial entry 2632
TRX202633,ACC101319,2020-08-28,Debit,292557.08,Sales,North,Financial entry 2633
TRX202634,ACC100765,2020-05-24,Debit,379091.63,HR,South,Financial entry 2634
TRX202635,ACC101219,2020-02-14,Debit,381135.01,Support,South,Financial entry 2635
TRX202636,ACC100371,2020-08-04,Debit,262119.16,Operations,North,Financial entry 2636
TRX202637,ACC101130,2023-02-27,Debit,9138.83,HR,West,Financial entry 2637
TRX202638,ACC100789,2020-05-11,Debit,10195.63,Finance,South,Financial entry 2638
TRX202639,ACC100739,2020-07-12,Debit,449780.84,Sales,South,Financial entry 2639
TRX202640,ACC102250,2023-12-26,Debit,448898.22,IT,East,Financial entry 2640
TRX202641,ACC101911,2023-07-17,Credit,334569.04,IT,West,Financial entry 2641
TRX202642,ACC101212,2020-11-02,Debit,2663.24,Support,North,Financial entry 2642
TRX202643,ACC102926,2021-01-04,Credit,321350.57,Sales,East,Financial entry 2643
TRX202644,ACC102278,2022-12-19,Credit,408366.63,Sales,East,Financial entry 2644
TRX202645,ACC102611,2022-06-13,Credit,342396.56,Finance,North,Financial entry 2645
TRX202646,ACC100804,2021-03-23,Credit,396921.44,IT,South,Financial entry 2646
TRX202647,ACC101376,2020-07-07,Debit,253991.77,Sales,Central,Financial entry 2647
TRX202648,ACC100456,2022-05-04,Credit,277696.29,HR,Central,Financial entry 2648
